"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3S829FDFT2O50MXMMU9E4V0F17QXDP","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3NLZY2D53QC7BLIW3ZHCIJ8CPKRQLP","A2VNBZ7P595W77","Approved","Tue Jul 03 01:49:42 PDT 2018","Tue Jul 03 02:47:53 PDT 2018","Fri Jul 06 02:47:53 PDT 2018","2018-07-06 09:48:23 UTC","","","3491","100% (109/109)","100% (24/24)","100% (24/24)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.graphicalize.comicize.app-screens/screenshot_2.png","screen showing start page of comics maker app","center of the screen is the button to comicize the screen","below the comicize button is a button to rate the application","in the top left  corner is the button to select the menu","in the bottom center of the screen is a menu bar"
"3MG8450X2OXM8F6HMYPMKII0L8CUP8","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","339ANSOTR6PJAHCV5R02UH4B956IK2","AQ3KPKZ6UIYPF","Approved","Mon Jul 02 12:10:45 PDT 2018","Mon Jul 02 12:25:35 PDT 2018","Thu Jul 05 12:25:35 PDT 2018","2018-07-05 19:26:20 UTC","","","890","100% (14/14)","100% (14/14)","100% (14/14)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instagram.android-screens/screenshot_5.png","Screen contains log in page for instagram.","On the top side of the screen there is a option for language selection in a drop down menu.","In the middle part of the screen, text boxes are available for user input entry.","Just below the centre of the screen, log in through facebook option is also provided.","Bottom part of the screen has Sign Up Option."
"3DQYSJDTYLYASSBMIPKYADI01JRXEI","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3FE2ERCCZYVUHUKEGEIFAVMWFNLOPC","AQ3KPKZ6UIYPF","Approved","Mon Jul 02 10:01:33 PDT 2018","Mon Jul 02 10:08:07 PDT 2018","Thu Jul 05 10:08:07 PDT 2018","2018-07-05 17:08:22 UTC","","","394","100% (14/14)","100% (14/14)","100% (14/14)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.gw.smart-screens/screenshot_2.png","Screen with routes option for navigation.","Top right corner of the screen contains menu option.","One more option is given as Scheduled View is found along with the selected Map View option on the screen.","Bottom right corner of the screen contains zoom in and zoom out options with respective icons.","Bottom side of the screen contains a switch option to view stops on map."
"31J7RYECZLDG8X0LSIMVSZ4J51DL11","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","30OG32W0SVY82IVC6L2R1UNNCMCENX","A1GPLSAFPS5YKW","Approved","Wed Jul 04 03:42:40 PDT 2018","Wed Jul 04 03:46:16 PDT 2018","Sat Jul 07 03:46:16 PDT 2018","2018-07-07 10:46:20 UTC","","","216","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mobincube.cric_free.sc_HFTQ3Q-screens/screenshot_1.png","Right Side there is button for email","Center of the screen having location tag","festival map tag","cric social button","conch republic button and passports & merch button"
"3N3WJQXELSDNXIIHBMM9XIEOX7RL2I","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3DY46V3X3Q54GAWDRKD23JHO7YF55E","A349TSPKFHIWE1","Approved","Tue Jul 03 02:53:49 PDT 2018","Tue Jul 03 03:27:52 PDT 2018","Fri Jul 06 03:27:52 PDT 2018","2018-07-06 10:28:23 UTC","","","2043","99% (1129/1140)","100% (20/20)","100% (20/20)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sinyee.babybus.birthdayparty-screens/screenshot_1.png","screen shows exiting option of an app vertically","on the top there are some text that shows by swiping the game can be exited","on the upper middle there is a ok button","in the bottom middle there is a play option","on the bottom left there is a new game option and on bottom right there is a sound option"
"302U8RURJZOMI9J4B9MZCFFOZ0KNVU","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","38SKSKU7R2KUUNUDQRC39HHQY4EIL6","ARIUNTEK0LOHX","Approved","Mon Jul 02 09:19:11 PDT 2018","Mon Jul 02 09:24:23 PDT 2018","Thu Jul 05 09:24:23 PDT 2018","2018-07-05 16:25:20 UTC","","","312","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.metajunky.glitterpaint-screens/screenshot_5.png","Option screen to start a new drawing","On the option screen you can change the orientation from portrait to landscape mode","The blue bar has a button to choose drawing tools","Next to the Draw button are buttons to Undo and Redo strokes","At the end of the menu is a button for more options in the program"
"3K8CQCU3KEOZXYJ91JRVYHY269MNW4","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3QUO65DNQVB79ZSAX0H9K19VN46UO7","A1P7U2ULSAE7YL","Approved","Mon Jul 02 09:23:29 PDT 2018","Mon Jul 02 09:27:49 PDT 2018","Thu Jul 05 09:27:49 PDT 2018","2018-07-05 16:28:21 UTC","","","260","100% (887/887)","100% (10/10)","100% (10/10)","http://173.255.245.197:8080/GEMMA-CP/Clarity/app.quiktrip.com.quiktrip-screens/screenshot_3.png","The screen allows user to create Account","There is a back button at the top left of the screen","Fields for the user to enter details like email address, password etc are set in rows in the center of the screen","Button to create account is given at the bottom of fields for the user","The top of the screen has label Create Account"
"36U4VBVNQO07KSMWZQTBPDIFMQ0UR0","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3IQ1VMJRYU7KN3A6P6H0NA2CL8ZA9G","A349TSPKFHIWE1","Approved","Tue Jul 03 02:53:55 PDT 2018","Tue Jul 03 03:40:40 PDT 2018","Fri Jul 06 03:40:40 PDT 2018","2018-07-06 10:41:21 UTC","","","2805","99% (1129/1140)","100% (20/20)","100% (20/20)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.flashseats.v2-screens/screenshot_3.png","screen shows the information about the privacy policy of an company","from top to bottom there are some text information about the company privacy policy","on the bottom left there are some text information for communicating the company","on the bottom there is a cancel option",""
"37SOB9Z0SSKCI0E0FM0EGSJG3LRL3T","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3OHYZ19UGDSNUQECRV0IK0X1G7BAOK","A2VNBZ7P595W77","Approved","Tue Jul 03 01:48:40 PDT 2018","Tue Jul 03 02:04:16 PDT 2018","Fri Jul 06 02:04:16 PDT 2018","2018-07-06 09:04:28 UTC","","","936","100% (109/109)","100% (24/24)","100% (24/24)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.vasundhara.tattodesignsideas-screens/screenshot_1.png","screen to select the preferred love quotes.","in the center of the screen is list of categories of love quotes","in the top right corner above the category list is a button to get the menu.","in the top left corner is the button to change the options.","in the top right corner is a button to close the page"
"3QI9WAYOGQYYJWW8IXVDZH9V561S6K","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","33IZTU6J82OEOVEY9M95ODI0EF4XSL","A18FWUMVW5APB0","Approved","Mon Jul 02 21:07:45 PDT 2018","Mon Jul 02 21:12:34 PDT 2018","Thu Jul 05 21:12:34 PDT 2018","2018-07-06 04:13:21 UTC","","","289","100% (38/38)","100% (5/5)","100% (5/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.app.studio.voicerecord-screens/screenshot_3.png","Screen shot vies as a Voice Recorder page","Center part of the screen shows various setting about Voice Recorder","Firstly in General setting Enable sound effect is on and recording type is MP3.","Then Recording quality, Save file folder and about open present","most bottom part About and Rate of this voice recorder given to this screen."
"3WKGUBL7SZ9X0WX4F05XQXBMHLNL4E","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3OE22WJIGJBAUB5QCD9D964V25EUQ5","AQ3KPKZ6UIYPF","Approved","Mon Jul 02 08:28:28 PDT 2018","Mon Jul 02 08:34:20 PDT 2018","Thu Jul 05 08:34:20 PDT 2018","2018-07-05 15:34:22 UTC","","","352","100% (14/14)","100% (14/14)","100% (14/14)","http://173.255.245.197:8080/GEMMA-CP/Clarity/pdf.reader-screens/screenshot_2.png","Key binding interface Screen.","Service keys is found at the left side upper corner and its a drop down menu.","Each option in service keys consists of different options.","Option containing 27 keys for CAMERA option","Clear option consists of 28 key options."
"37OPIVELUUQAGPUVXG0QB84FSEAAH7","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3QY7M81QH89MLXVZM0W53SE2VUWK7K","A2VNBZ7P595W77","Approved","Tue Jul 03 01:58:40 PDT 2018","Tue Jul 03 02:54:45 PDT 2018","Fri Jul 06 02:54:45 PDT 2018","2018-07-06 09:55:22 UTC","","","3365","100% (109/109)","100% (24/24)","100% (24/24)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fujifilm.wifi-screens/screenshot_3.png","Screen to order  and make payment","in the center of screen is to pre tag the products","to the top of pre tag is to connect and transfer money","below the pre tag is a button to order products","in the top right corner is a button to see the menu"
"3QQUBC64ZE1EMYOZBONH00C9FBSNXX","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","336YQZE83W12OHHJJJUOKLSATTUM5A","A2VNBZ7P595W77","Approved","Tue Jul 03 01:44:21 PDT 2018","Tue Jul 03 01:48:11 PDT 2018","Fri Jul 06 01:48:11 PDT 2018","2018-07-06 08:48:25 UTC","","","230","100% (109/109)","100% (24/24)","100% (24/24)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cool.Wallems.BonnieWallpapers3-screens/screenshot_4.png","The screen to give feedback","In the center of the screen is an image .","in the bottom right to the image is button to download","Below the download button is a button to move to next image","in the bottom left corner is a button to move to previous image"
"386659BNTL43B1BZ3P0CUFCV233018","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3F0BG9B9MQAH52KGQFXWC0TDT38Y7K","A26MN6JIKD4NXU","Approved","Mon Jul 02 09:27:13 PDT 2018","Mon Jul 02 09:31:09 PDT 2018","Thu Jul 05 09:31:09 PDT 2018","2018-07-05 16:31:21 UTC","","","236","100% (3/3)","100% (3/3)","100% (3/3)","http://173.255.245.197:8080/GEMMA-CP/Clarity/air.com.myheritage.mobile-screens/screenshot_5.png","Screen to set a new sign up after it has been  by the user","There is set a other content like sign up","In center page to one new box add profile photo","there is 4 button on center of the screen like camera","there is center of remove photo option are there"
"388FBO7JZRG3M3E9GK9JJEJIHHMNY3","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3K4J6M3CXFGZ2DXE3CNAFROZPFPAGQ","A26MN6JIKD4NXU","Approved","Mon Jul 02 09:32:12 PDT 2018","Mon Jul 02 09:36:00 PDT 2018","Thu Jul 05 09:36:00 PDT 2018","2018-07-05 16:36:21 UTC","","","228","100% (3/3)","100% (3/3)","100% (3/3)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.appvv.os9launcherhd-screens/screenshot_3.png","This screen allows the user to view a list of lot of icons","From each icon go to open which do you want","There is default desktop option to set better experience","there is option set as default desktop","which screen do you want to open for app"
"3UQVX1UPFS4A0MTVMT0QZYM0U9H02P","30XGWYMV4MR2IBMH11WU3D8UK1J5VE","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Mon Jul 02 06:45:55 PDT 2018","1","BatchId:3288355;OriginalHitTemplateId:862366346;","3600","259200","Thu Jul 12 06:45:55 PDT 2018","","","3ATTHHXXWBBPUHB24AFRKBCD5JTXIO","A349TSPKFHIWE1","Approved","Tue Jul 03 02:45:33 PDT 2018","Tue Jul 03 02:48:00 PDT 2018","Fri Jul 06 02:48:00 PDT 2018","2018-07-06 09:48:24 UTC","","","147","99% (1129/1140)","100% (20/20)","100% (20/20)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.vsmobile.fastestflashlight-screens/screenshot_4.png","screen shows the photo of the day of an app","in the middle there is a photo of car which is  the photo of the day","in the middle there is a save option with some text above","on the bottom right corner there is a wallpaper option","on the bottom left corner there is a flashlight option"
