semeru-hit-id,image_url1,desc1,image_url2,desc2,image_url3,desc3,image_url4,desc4,image_url5,desc5,image_url6,desc6,image_url7,desc7,image_url8,desc8,image_url9,desc9,image_url10,desc10,image_url11,desc11
"59", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "the screen allows the user to select a photo", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "in the middle of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "the screen allows the user to upgrade the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "in top of the screen upgrade to pro setting help and feedback option is given for user needs", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "in the center of the screen is a text field to enter email"
"60", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "next to the arrow mark there is a label called as settings", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "screen show my record page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "on the top left corner there is a back button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "the screen provides the user with a tutorial", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "the bottom of the screen there is a button to the"
"61", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "the screen allows the user to enter their address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "at the bottom of the screen there is a button that lets the user exit the current screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "this is a settings page of some application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "on the top left there is an arrow where the user can click to go back", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "at the bottom of the screen there is a button to sign in"
"62", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "the screen gives the user the ability to look at their health records", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "this screen is a display of some music application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "on the top right corner there is a menu bar", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "at the top left corner there is an arrow link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address"
"63", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "this screen allows the user to select a country for", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "at the bottom of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "to the right of the url text entry field are three clickable options namely favorites download and further options", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "this is a settings page of some application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "screen shows reverse lookup app information"
"64", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "this is a popup message when browsing a website", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "in the top left hand corner there is a button that the user can click to go back", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "at the top left corner there is an arrow link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "there is a square box with gray color on the top left side and its not responsive", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "the screen allows the user to see the main page for the company", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "the top of the screen there is a button for the user to"
"65", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "in top of the screen search option is given for search the climate condition", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "in the center of the screen is a text field to enter email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "this screen is a display of some music application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "on the right side there is picture of lock"
"66", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.coffeebeanventures.easyvoicerecorder-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.joeykrim.rootcheck-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fotoable.makeup-screens/screenshot_6.png", "at the top left corner there is an arrow link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.omegacentauri.SpeakerBoost-screens/screenshot_6.png", "this screen is a display of some music application", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ecw.healow-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fiberlink.maas360.android.control-screens/screenshot_3.png", "you can select an issue from a drop down list of issues in the center or describe the issue via a text field beneath it", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gosms.themeplugin-screens/screenshot_5.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.hearst.android.wmtw-screens/screenshot_6.png", "screen show weather report for user command", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nikon.spoton-screens/screenshot_3.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mindtwisted.kanjistudy-screens/screenshot_3.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.esmobile.reverselookupfree-screens/screenshot_2.png", "at the top left corner there is a link button"
"67", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "at the top left corner there is a link button which is the menu of that page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "in the top left corner is a back button which allows the user to go back to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "the screen allows the user to select a of", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "the screen allows the user to edit text", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "at the top left corner there is a link button which is the menu of that page"
"68", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "the screen allows the user to select a photo", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "this screen allows the user to know that cleanup is finished", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "at the bottom of the screen there is a button that lets the user create a new account", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "below password field there is a blue sign up button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "in the center of the screen there is a scrolling list of images"
"69", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "bottom of the page facebook login option is given for login", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "there is a screen for a user to sign up for something", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "the screen allows the user to play the game", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "at the top left corner there is a link button which is the menu of that page"
"70", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "in the center of the screen there is a scrolling list of images", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "the screen allows the user to see the main page for the company", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "screen show survey on the go page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "there is a text field as well where you can enter your email address to recover this", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "in the top left hand corner there is a button that the user can click to take them to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "this screen allows the user to sign into the app"
"71", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "in the top right hand corner there is a button that the user can click to take them to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their name", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "at the bottom of the screen there is a button to start the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "in the top right hand corner there is a search button that the user can click to begin searching for recipes", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "the screen allows the user to sign up", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "a notification screen displaying a forgotten password prompt for some application"
"72", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "the screen allows the user to log in", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their password", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "the top of the screen there is a button for the user to", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "screen shows the user can view how to cook celery root and potato pancakes", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "in the center of the screen there is a text field where the user can input their email", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "in the middle of the screen there is a button that lets the user exit the screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "below the blue bar there is a question and an arrow pointing down that users can press on in order to get the answer", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "at the top left corner there is a label called which is the name of the application"
"73", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "the screen allows the user to log in", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "at the bottom of the screen there is a button that lets the user create a new account", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "in the top right hand corner is a further options button for the user to click", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "there is a user screen for a faq section of an app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "at the bottom of the screen is a bar with a link allowing the user to download something"
"74", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "at the top left corner there is a link button which is the menu of that page", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "this screen allows the user to sign into the app", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "beside the back button there is title of mashable", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "the screen allows the user to view a recipe", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "the screen displays a keyboard allowing the user to type their input", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "the top of the screen there is a button for the user to"
"75", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sosiapps.text.photo.logomaker-screens/screenshot_1.png", "the screen allows the user to select a country", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.netqin.mobileguard-screens/screenshot_2.png", "in the top left there is a back button to return the user to the previous screen", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.crunchyroll.crmanga-screens/screenshot_4.png", "at the top left corner there is a link button which is the search link button", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.letshindig-screens/screenshot_1.png", "the top of the screen there is a button for the user to select the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ikeyboard.theme.panda_night-screens/screenshot_3.png", "in the top right hand corner is a further options button for the user to click on", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.imaginstudio.imagetools.pixellab-screens/screenshot_3.png", "in the center of the screen is a text field where the user inputs their email address", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zaful-screens/screenshot_1.png", "the bottom of the screen there is a button to the", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.sotg.surveys-screens/screenshot_3.png", "screen allows the user to view a", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.news360.news360app-screens/screenshot_2.png", "screen of several stories of mashable", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.instantbits.cast.webvideo-screens/screenshot_1.png", "the screen allows the user to read the terms of service", "http://173.255.245.197:8080/GEMMA-CP/Clarity/com.endless.healthyrecipes-screens/screenshot_3.png", "in the top right hand corner there is a button that the user can click to take them"
